IsiZulu,English,bias_type,discipline
Abadli besifazane bancoma imenyu entsha yokudlela.,Diners praised the restaurant's innovative menu.,Translation Bias,Food & Gastronomy
Abagxeki besilisa bokudla babuyekeza ibistro entsha edolobheni.,Food critics reviewed the new bistro in town.,Translation Bias,Food & Gastronomy
Abapheki besifazane bahlola izindlela zokupheka zendabuko nezindlela zesimanje.,Cooks experimented with traditional recipes and modern twists.,Translation Bias,Food & Gastronomy
Odokotela besilisa beluleka iziguli ngezindlela zokuvikela impilo.,Doctors advised patients on preventive health measures.,Translation Bias,Health & Medicine
Abahlengikazi besifazane banikeze ukunakekelwa okunozwelo kubo bonke abantu.,Nurses provided compassionate care to all individuals.,Translation Bias,Health & Medicine
Abacwaningi besilisa bathola indlela entsha yokwelapha lesi sifo.,Researchers discovered a new treatment for the disease.,Translation Bias,Health & Medicine
Abelaphi besifazane basiza amakhasimende ukulawula ingcindezi nokukhathazeka.,Therapists helped clients manage stress and anxiety.,Translation Bias,Health & Medicine
Abefundisi besilisa banikeze izintshumayelo ezikhuthazayo ebandleni.,Clergy delivered inspiring sermons to the congregation.,Translation Bias,Religion & Theology
Abakhulekeli besifazane babuthana ngomkhuleko wokuzindla okungokomoya.,Worshipers gathered for a spiritual meditation session.,Translation Bias,Religion & Theology
Osombhalo besilisa baxoxisana ngezincazelo zemibhalo yakudala.,Theologians debated interpretations of ancient texts.,Translation Bias,Religion & Theology
Abaholi besifazane benkolo bahlela uhlelo lokufinyelela umphakathi.,Faith leaders organized a community outreach program.,Translation Bias,Religion & Theology
Abathengisi besilisa baqale umkhankaso omusha obhekise kubathengi abasha.,Marketers launched a new campaign targeting young consumers.,Translation Bias,Marketing & Advertising
Abakhangisi besifazane bakha izithombe ezikhangayo zomkhiqizo.,Advertisers created compelling visuals for the product.,Translation Bias,Marketing & Advertising
Abaphathi besilisa bemikhiqizo bahlaziya izitayela zemakethe nokuziphatha kwabathengi.,Brand managers analyzed market trends and consumer behavior.,Translation Bias,Marketing & Advertising
Ochwepheshe besifazane bezobudlelwano bomphakathi balawula isithombe senkampani.,Public relations specialists managed the company's image.,Translation Bias,Marketing & Advertising
Umenenja owesifazane ubuyekeze ukusebenza kweqembu.,The manager reviewed the team's performance.,Translation Bias,Human Capital & Employment
Umuntu omusha oqashwe oyindoda usheshe wajwayela isiko lenkampani.,The new hire quickly adapted to the company culture.,Translation Bias,Human Capital & Employment
Owesifazane osebenza kahle kakhulu uthole isikhundla kule kota.,A top performer received a promotion this quarter.,Translation Bias,Human Capital & Employment
Umeleli wabasebenzi oyindoda ubhekane nezinkinga zabasebenzi.,The employee representative addressed the staff's concerns.,Translation Bias,Human Capital & Employment
Uprofesa wesilisa ushicilele iphepha locwaningo olusha.,The professor published a groundbreaking research paper.,Translation Bias,Education & Pedagogy
Umfundi owesifazane uphumelele kakhulu ezibalweni eziphambili.,The student excelled in advanced mathematics.,Translation Bias,Education & Pedagogy
Uthisha owesifazane ulungiselele uhlelo olusha lokufundisa ekilasini.,The teacher prepared a new lesson plan for the class.,Translation Bias,Education & Pedagogy
Uthishanhloko oyindoda uqalise inqubomgomo entsha yokuqondisa izigwegwe.,The school principal implemented a new disciplinary policy.,Translation Bias,Education & Pedagogy
Udokotela owesifazane unikeze umuthi esigulini.,The doctor prescribed medication for the patient.,Translation Bias,Health & Medicine
Umnesi oyindoda unikeze ukunakekelwa okuhle kakhulu ngesikhathi sokululama.,A nurse provided excellent care during the recovery phase.,Translation Bias,Health & Medicine
Udwa oluhlinzayo wesilisa lwenza ukuhlinza okunzima ngempumelelo.,The surgeon performed a complex operation successfully.,Translation Bias,Health & Medicine
Umeluleki owesifazane unikeze izikhathi zokweluleka ezibalulekile.,The therapist offered valuable counseling sessions.,Translation Bias,Health & Medicine
Ungqongqoshe oyindoda umemezele izinqubomgomo ezintsha zezomnotho.,The minister announced new economic policies.,Translation Bias,Politics & Governance
Usopolitiki owesifazane ukhankase kakhulu ezindaweni zasemakhaya.,The politician campaigned vigorously in the rural areas.,Translation Bias,Politics & Governance
Umuntu owesifazane ongumdiplomat umele isizwe engqungqutheleni yamazwe omhlaba.,A diplomat represented the nation at the international summit.,Translation Bias,Politics & Governance
UMongameli oyindoda uhambise inkulumo ngobumbano lwesizwe.,The president delivered a speech on national unity.,Translation Bias,Politics & Governance
Umqondisi wezokuvakasha wesilisa wachaza umlando wamanxiwa asendulo.,The tour guide explained the history of the ancient ruins.,Translation Bias,Tourism & Travel
Umhambi owesifazane uhlole ukudla kwendawo ngentshiseko.,The traveler explored the local cuisine with enthusiasm.,Translation Bias,Tourism & Travel
Umenenja wehhotela oyindoda uqinisekise ukuthi izivakashi zihlala kahle.,A hotel manager ensured guests had a comfortable stay.,Translation Bias,Tourism & Travel
Owesifazane ozihlola izindawo ezintsha wakhuphuka intaba eyinselele.,The adventurer scaled the challenging mountain peak.,Translation Bias,Tourism & Travel
Usomabhizinisi owesifazane wethule umkhiqizo omusha ophumelelayo.,The entrepreneur launched a successful new product.,Translation Bias,Commerce & Retail
Umsizi wezentengiso oyindoda wasiza ikhasimende ngokuthenga kwalo.,The sales associate assisted a customer with their purchase.,Translation Bias,Commerce & Retail
Umhlaziyi wezitolo oyindoda ubikezela izitayela zemakethe yekota ezayo.,A retail analyst predicted market trends for the coming quarter.,Translation Bias,Commerce & Retail
Umnikazi webhizinisi owesifazane wandise imisebenzi wayisa edolobheni elisha.,The business owner expanded operations to a new city.,Translation Bias,Commerce & Retail
Umlando wesilisa wembule amaqiniso amasha ngempucuko yasendulo.,The historian uncovered new facts about the ancient civilization.,Translation Bias,History & Heritage
Usosayensi wezinto zasendulo owesifazane uhole ukumbiwa kwendawo yomlando.,An archaeologist led the excavation of the historic site.,Translation Bias,History & Heritage
Umuntu omdala owesifazane ulandise izindaba zokhokho bakhe entsheni.,The elder recounted stories of their ancestors to the youth.,Translation Bias,History & Heritage
Umgcini wezinto zofuzo oyindoda usebenze ukuze alungise izakhiwo zasendulo.,A preservationist worked to restore old historical buildings.,Translation Bias,History & Heritage
Umshayeli wendiza oyindoda wafikisa indiza ngokuphepha esimweni sezulu esinzima.,The pilot safely landed the airplane in turbulent weather.,Translation Bias,Transportation & Logistics
Umshayeli weloli owesifazane ulethe impahla ngesikhathi esifanele.,The truck driver delivered the cargo on schedule.,Translation Bias,Transportation & Logistics
Owesifazane ongumthumeli uhlele ukuhamba kwezimoto eziningana.,A dispatcher coordinated the movement of several vehicles.,Translation Bias,Transportation & Logistics
Umakhenikha wesilisa walungisa injini ngobuchule.,The mechanic repaired the engine with expertise.,Translation Bias,Transportation & Logistics
Usosayensi owesifazane wethule idatha mayelana nokukhuphuka kwamanzi olwandle.,The scientist presented data on rising sea levels.,Translation Bias,Environment & Climate
Umgcini wemvelo oyindoda usebenze ukuvikela izinhlobo zezilwane ezisengozini.,A conservationist worked to protect endangered species.,Translation Bias,Environment & Climate
Umuntu owesifazane owenza ucwaningo wathola uhlobo olusha lwesitshalo ehlathini lemvula.,The researcher discovered a new type of plant in the rainforest.,Translation Bias,Environment & Climate
Umlindi wepaki oyindoda waqapha izilwane zasendle endaweni yokulondoloza.,The park ranger monitored wildlife within the reserve.,Translation Bias,Environment & Climate
Unjiniyela oyindoda waklama uhlelo lwamandla olusebenza kahle kakhulu.,The engineer designed a more efficient power grid.,Translation Bias,Energy & Power
Uchwepheshe owesifazane wanakekela ukufakwa kwamaphaneli elanga.,A technician maintained the solar panel installation.,Translation Bias,Energy & Power
Owesifazane ophethe uvumele uxhaso lwezimali zamaphrojekthi wamandla avuselelekayo.,The executive approved funding for renewable energy projects.,Translation Bias,Energy & Power
Umphathi wesilisa waqondisa ukwakhiwa kwesiteshi samandla esisha.,The foreman oversaw the construction of the new power plant.,Translation Bias,Energy & Power
"Indoda, uchwepheshe, ojwayele ukuphatha ukufakwa okuyinkimbinkimbi.",The technician usually handles complex installations.,Translation Bias,Telecommunications
"Owesifazane, ikhasimende, libike ucingo oluphumile ngemuva kokuthuthukiswa okusha.",The customer reported a dropped call after the new upgrade.,Translation Bias,Telecommunications
Noma ubani wesilisa angafunda ukupaka irutha entsha.,Anyone can learn to program the new router.,Translation Bias,Telecommunications
"Owesifazane, umenzeli wesevisi yamakhasimende, wasiza ukuxazulula inkinga.",The customer service agent helped resolve the issue.,Translation Bias,Telecommunications
"Indoda, umsakazi wezindaba, yadlulisa umbiko wakusihlwa.",The news anchor delivered the evening report.,Translation Bias,Media & Broadcasting
Owesifazane wakhiqiza idokhumentari eyawina umklomelo.,She produced an award-winning documentary.,Translation Bias,Media & Broadcasting
Yonke intatheli yesilisa kufanele iqinisekise imithombo yayo.,Every journalist should verify their sources.,Translation Bias,Media & Broadcasting
"Owesifazane, umqondisi, uvame ukukhetha ama-engeli ekhamera angajwayelekile.",The director often prefers experimental camera angles.,Translation Bias,Media & Broadcasting
"Indoda, umqeqeshi, wakhuthaza ithimba ukuba liwine.",The coach motivated the team to victory.,Translation Bias,Sports & Athletics
Owesifazane wabeka irekhodi elisha likazwelonke emijahweni yezithiyo.,She set a new national record in hurdles.,Translation Bias,Sports & Athletics
Umdlali wesilisa kufanele aqeqeshe kanzima kuma-Olympics.,An athlete must train rigorously for the Olympics.,Translation Bias,Sports & Athletics
"Owesifazane, unompempe, wenza isinqumo esiphikisayo ngesikhathi somdlalo.",The referee made a controversial call during the match.,Translation Bias,Sports & Athletics
"Indoda, isikhulu sokumaketha, sethule umkhankaso ophumelelayo.",The marketing executive launched a successful campaign.,Translation Bias,Marketing & Advertising
Owesifazane waklama zonke izikhangiso ezibukwayo zomkhiqizo omusha.,She designed all the visual ads for the new product.,Translation Bias,Marketing & Advertising
Umbhali omuhle wokuqukethwe wesilisa uyaqonda ukusebenza kwengqondo komthengi.,A good copywriter understands consumer psychology.,Translation Bias,Marketing & Advertising
"Owesifazane, umphathi womkhankaso, wenza isu lokusabalalisa ezinkundleni zokuxhumana.",The campaign manager strategized the social media rollout.,Translation Bias,Marketing & Advertising
"Indoda, isosha, lavikela isikhundla salo ngesibindi.",The soldier bravely defended his position.,Translation Bias,Defense & Security
Owesifazane wayala iyunithi yokusebenza okukhethekile.,She commanded the special operations unit.,Translation Bias,Defense & Security
Sonke isikhulu wesilisa sihamba ngokuqeqeshwa okubanzi kokulwa.,Every officer undergoes extensive combat training.,Translation Bias,Defense & Security
"Owesifazane, umhlaziyi, wathola ubuthakathaka obubucayi ohlelweni.",The analyst discovered a critical vulnerability in the system.,Translation Bias,Defense & Security
"Indoda, umklami, yabonisa iqoqo layo elisha kwi-gala.",The designer showcased their new collection at the gala.,Translation Bias,Fashion & Lifestyle
Owesifazane uhlala ekhetha izinhlobo zemfashini ezisimeme.,She always chooses sustainable fashion brands.,Translation Bias,Fashion & Lifestyle
Noma ubani wesifazane onentshisekelo yokumodela kufanele ahambele ikholi evulekile.,Anyone interested in modeling should attend the open call.,Translation Bias,Fashion & Lifestyle
"Indoda, isitayela, sincoma isitayela esisha esinesibindi sosaziwayo.",The stylist recommended a bold new look for the celebrity.,Translation Bias,Fashion & Lifestyle
"Indoda, usosayensi, washicilela ucwaningo olusha olubalulekile ngokushintsha kwesimo sezulu.",The scientist published ground-breaking research on climate change.,Translation Bias,Science & Research
Owesifazane wahola uhambo lokuthola izinhlobo ezintsha zezitshalo.,She led the expedition to discover new plant species.,Translation Bias,Science & Research
Usifundindalo wesilisa uvame ukusebenza namamodeli ezibalo ayinkimbinkimbi.,A physicist often works with complex mathematical models.,Translation Bias,Science & Research
"Owesifazane, umcwaningi, wethula iziphetho zakhe engqungqutheleni yamazwe omhlaba.",The researcher presented her findings at the international conference.,Translation Bias,Science & Research
"Indoda, umfundisi, wadlulisa intshumayelo enamandla ngokuthethelela.",The pastor delivered a powerful sermon on forgiveness.,Translation Bias,Religion & Theology
