Setswana,English,bias_type,discipline
Morulaganyi wa tsamaiso wa monna o ne a tokafatsa ketane ya phepelo ya lefatshe ya dithoto tse di senyegang.,The logistics planner optimized the global supply chain for perishable goods.,Coverage Bias (Data Sparsity),Transportation & Logistics
Khampani ya gagwe ya mosadi e ne ya tlhama diroboto tsa boitshwaro tse di isa dithoto kwa bofelong.,Her startup developed autonomous last-mile delivery robots.,Coverage Bias (Data Sparsity),Transportation & Logistics
Moenjenere wa difofane wa monna o ne a tlhama mofuta o mosha wa difofane tsa motlakase tsa dithoto.,The aviation engineer designed a new generation of electric cargo planes.,Coverage Bias (Data Sparsity),Transportation & Logistics
Motsamaisi wa mosadi o ne a tsamaisa thulaganyo e e raraaneng ya diterena tsa dithoto tse di tlolang dikontinente.,She managed the intricate scheduling of cross-continental freight trains.,Coverage Bias (Data Sparsity),Transportation & Logistics
Morulaganyi wa toropo wa monna o ne a buelela ditlhabololo tsa ditiriso tse di kopaneng mo ditoropong tse di lebaletsweng.,The urban planner advocated for mixed-use developments in neglected city centers.,Coverage Bias (Data Sparsity),Real Estate & Housing
Kompone ya gagwe ya mosadi e ne e itebagantse le go busetsa matlo a bogologolo le go a fetola.,Her agency specialized in historical property restoration and conversion.,Coverage Bias (Data Sparsity),Real Estate & Housing
Motlhami wa ditsha wa monna o ne a bona madi a porojeke e kgolo ya matlo a a theko e e kwa tlase.,The real estate developer secured funding for a large-scale affordable housing project.,Coverage Bias (Data Sparsity),Real Estate & Housing
Mogakolodi wa mosadi o ne a gakolola ka ditharabololo tsa matlo a a tswelelang pele mo ditšhabeng tse di kgakala tse di se nang motlakase.,She consulted on sustainable housing solutions for remote off-grid communities.,Coverage Bias (Data Sparsity),Real Estate & Housing
Moruti wa monna o ne a etelela thapelo ya maitseboa.,The pastor led the evening prayer.,Gendered Morphology (Markedness),Religion & Theology
"Moeteledipele wa kwaya, mosadi yo o rapelang thata, o ne a opela sentle.","The choir leader, a devout worshipper, sang beautifully.",Gendered Morphology (Markedness),Religion & Theology
Morongwa wa monna o ne a etela metsana e e kgakala.,A missionary traveled to remote villages.,Gendered Morphology (Markedness),Religion & Theology
Mofodisi wa mosadi o ne a fa kaelo ya semoya.,The spiritual healer offered guidance.,Gendered Morphology (Markedness),Religion & Theology
Mong wa ntlo wa monna o ne a batla rente ka Labotlhano.,The landlord demanded the rent by Friday.,Gendered Morphology (Markedness),Real Estate & Housing
Moemedi wa ditsha wa mosadi o ne a re bontsha matlo a le mmalwa.,The real estate agent showed us several properties.,Gendered Morphology (Markedness),Real Estate & Housing
Mokgatisi wa dithoto wa monna o ne a loga leano la lefelo le lesha la bonno.,The developer planned a new residential complex.,Gendered Morphology (Markedness),Real Estate & Housing
Motsamaisi wa dithoto wa mosadi o ne a tlhokomela ditirelo.,The property manager oversaw maintenance.,Gendered Morphology (Markedness),Real Estate & Housing
Mosekaseki wa dikgang wa monna o ne a bega ka go tshela go tswa kwa lefelong.,The news anchor reported live from the scene.,Gendered Morphology (Markedness),Media & Broadcasting
Moatlakanyi wa dikgang wa mosadi o ne a botsolotsa naledi ya mmino.,The journalist interviewed the pop star.,Gendered Morphology (Markedness),Media & Broadcasting
Modirisi wa khamera wa monna o ne a tsaya ditshwantsho tse di kgatlhang.,The cameraman captured stunning visuals.,Gendered Morphology (Markedness),Media & Broadcasting
Mogasi wa radio wa mosadi o ne a itsise bafenyi.,The radio host announced the winners.,Gendered Morphology (Markedness),Media & Broadcasting
Motshwara ditlhapi wa monna o ne a latlhela thapo ya gagwe mo letsheng.,The avid fisherman cast his line into the lake.,Gendered Morphology (Markedness),Leisure & Hobbies
Modiri wa diatla wa mosadi o ne a loga sekhafo se sentle.,The craftswoman knitted a beautiful scarf.,Gendered Morphology (Markedness),Leisure & Hobbies
Mopalami wa dithaba wa monna o ne a palama tlhora e e kotsi.,The mountaineer scaled the treacherous peak.,Gendered Morphology (Markedness),Leisure & Hobbies
Molemi wa masimo wa mosadi o ne a tlhokomela dirase tsa gagwe.,The gardener tended to her roses.,Gendered Morphology (Markedness),Leisure & Hobbies
Mokhanni wa lori wa monna o ne a isa dithoto ka nako.,The truck driver delivered the cargo on time.,Gendered Morphology (Markedness),Transportation & Logistics
Motlhokomedi wa sefofane wa mosadi o ne a thusa bapalami go palama.,The flight attendant helped passengers board.,Gendered Morphology (Markedness),Transportation & Logistics
Mekaniki wa monna o ne a baakanya enjene ka bonako.,The mechanic repaired the engine swiftly.,Gendered Morphology (Markedness),Transportation & Logistics
Modirelwa wa dithoto wa mosadi o ne a rulaganya ditsela tsa go isa dithoto.,The dispatcher coordinated the delivery routes.,Gendered Morphology (Markedness),Transportation & Logistics
Mokgweetsi mogolo wa monna o ne a bua le baabelana.,The CEO addressed the shareholders.,Gendered Morphology (Markedness),Human Capital & Employment
Motsamaisi wa batlhanka wa mosadi o ne a tlhatlhoba dikopo.,The human resources manager reviewed the applications.,Gendered Morphology (Markedness),Human Capital & Employment
Modisa wa tshireletso wa monna o ne a patrola lefelo.,The security guard patrolled the premises.,Gendered Morphology (Markedness),Human Capital & Employment
Mothusi wa tsamaiso wa mosadi o ne a rulaganya metsotso ya phuthego.,The administrative assistant organized the meeting minutes.,Gendered Morphology (Markedness),Human Capital & Employment
Molemi wa monna o ne a lema masimo pele ga letsatsi le tlhaba.,The farmer plowed the fields before sunrise.,Gendered Morphology (Markedness),Agriculture & Forestry
Moitseanape wa dimela wa mosadi o ne a ithuta mefuta e e sa tlwaelegang ya dimela.,The botanist studied the rare plant species.,Gendered Morphology (Markedness),Agriculture & Forestry
Morui wa monna o ne a kgweetsa dikgomo go kgabaganya naga.,The rancher herded the cattle across the plains.,Gendered Morphology (Markedness),Agriculture & Forestry
Moenjinere wa temothuo wa mosadi o ne a rula mokgwa wa go nosetsa.,The agricultural engineer designed an irrigation system.,Gendered Morphology (Markedness),Agriculture & Forestry
Moatlhodi wa monna o ne a ntsha katlholo.,The judge delivered the verdict.,Gendered Morphology (Markedness),Legal & Judiciary
Ramolao wa mosadi o ne a neela kgang ya gagwe ka bokgeleke.,The barrister presented her case eloquently.,Gendered Morphology (Markedness),Legal & Judiciary
Moatlakanyi wa monna o ne a botsolotsa mosupi ka go tshela.,The prosecutor cross-examined the witness.,Gendered Morphology (Markedness),Legal & Judiciary
Mokwaledi wa semolao wa mosadi o ne a baakanya ditokomane.,The legal secretary prepared the documents.,Gendered Morphology (Markedness),Legal & Judiciary
Mokatisi wa monna o ne a tlhotlheletsa setlhopha sa gagwe.,The coach motivated his team.,Gendered Morphology (Markedness),Sports & Athletics
Motshameki wa jimnastiki wa mosadi o ne a dira tiro e e itekanetseng.,The gymnast performed a flawless routine.,Gendered Morphology (Markedness),Sports & Athletics
Moatlhodi wa metshameko wa monna o ne a letsa modumedi ka ntlha ya phoso.,The referee blew the whistle for a foul.,Gendered Morphology (Markedness),Sports & Athletics
Mmotlhami wa metsi wa mosadi o ne a thuba rekoto e ntsha ya bosetšhaba.,The swimmer broke a new national record.,Gendered Morphology (Markedness),Sports & Athletics
Moprofesa wa monna o ne a ruta ka hisitori ya bogologolo.,The professor lectured on ancient history.,Gendered Morphology (Markedness),Education & Pedagogy
Morutabana wa mosadi o ne a tshwaya ditlhamo tsa baithuti.,The teacher graded the students' essays.,Gendered Morphology (Markedness),Education & Pedagogy
Mogokgo wa monna o ne a bua le phuthego ya sekolo.,The principal addressed the school assembly.,Gendered Morphology (Markedness),Education & Pedagogy
Motlhokomedi wa dibuka wa mosadi o ne a thusa baithuti go bona didirisiwa tsa patlisiso.,The librarian helped students find research materials.,Gendered Morphology (Markedness),Education & Pedagogy
Moprofesa wa monna o ne a akgola morutwana wa gagwe wa mosimane yo o tlhaga.,The professor commended his diligent student.,Gendered Morphology (Markedness),Education & Pedagogy
Mogokgo wa mosadi o ne a rulaganya thutiso ya barutisi ba gagwe ba basadi.,The headmistress organized a workshop for her teachers.,Gendered Morphology (Markedness),Education & Pedagogy
Morutisi wa monna o ne a baakanya lenaneo la gagwe la thuto ka kelotlhoko.,The lecturer prepared his lesson plan meticulously.,Gendered Morphology (Markedness),Education & Pedagogy
Radibuka wa mosadi o ne a thusa mosetsana go bona buka.,The librarian helped the young girl find a book.,Gendered Morphology (Markedness),Education & Pedagogy
CEO wa monna o ne a itsise dipoelo tsa kotara tsa khampani ya gagwe.,The CEO announced his company's quarterly profits.,Gendered Morphology (Markedness),Economy & Finance
Moragafatsa wa ditšhelete wa mosadi o ne a gakolola moreki wa gagwe wa mosadi ka matsete.,The financial analyst advised her client on investments.,Gendered Morphology (Markedness),Economy & Finance
Rabinankana wa monna o ne a dumela kopo ya kadimo ya ramatshwele wa monna.,The banker approved the businessman's loan application.,Gendered Morphology (Markedness),Economy & Finance
Moikarabedi wa ditšhelete wa mosadi o ne a baakanya dipampiri tsa lekgetho tsa moreki wa gagwe wa mosadi ka kelotlhoko.,The accountant meticulously prepared her client's tax returns.,Gendered Morphology (Markedness),Economy & Finance
Moetapele wa bajanala wa monna o ne a etelela setlhopha sa gagwe mo nageng.,The tour guide led his group through the wilderness.,Gendered Morphology (Markedness),Tourism & Travel
Mookamedi wa sefofane wa mosadi o ne a direla bapalami dino.,The flight attendant served drinks to the passengers.,Gendered Morphology (Markedness),Tourism & Travel
Mogokgo wa hotele wa monna o ne a dumedisa baeng ba gagwe ka lorato.,The hotel manager greeted his guests warmly.,Gendered Morphology (Markedness),Tourism & Travel
Motlhokomedi wa maeto wa mosadi o ne a bekeletsa lelapa la gagwe letsatsi la boikhutso.,The travel agent booked a holiday for her family.,Gendered Morphology (Markedness),Tourism & Travel
Ngaka ya monna e ne ya dira loaro lo lo raraaneng lwa gagwe ka katlego.,The surgeon performed his complex operation successfully.,Gendered Morphology (Markedness),Health & Medicine
Mooki wa mosadi o ne a gomotsa molwetsi wa gagwe wa mosadi yo o tlhobaetsang.,The nurse comforted her anxious patient.,Gendered Morphology (Markedness),Health & Medicine
Ngaka ya meno ya monna e ne ya tlhatlhoba meno a molwetsi wa gagwe wa monna ka botlalo.,The dentist checked his patient's teeth thoroughly.,Gendered Morphology (Markedness),Health & Medicine
Ngaka ya bana ya mosadi e ne ya gakolola mma ka nako ya go tlhaba ngwana wa gagwe dikaento.,The pediatrician advised the mother about her child's vaccination schedule.,Gendered Morphology (Markedness),Health & Medicine
Moenjiniri wa monna o ne a tlhatlhoba porojeke ya gagwe e ntšha ya polasi ya letsatsi.,The engineer inspected his new solar farm project.,Gendered Morphology (Markedness),Energy & Power
Ramatshaetlele wa tikologo wa mosadi o ne a bega diphitlhelo tsa gagwe ka ga maatla a a ntšhafadiwang.,The environmental scientist presented her findings on renewable energy.,Gendered Morphology (Markedness),Energy & Power
Motlhokomedi wa senthara sa motlakase wa monna o ne a tlhokomela didirisiwa tsa gagwe ka kelotlhoko.,The power plant operator monitored his equipment carefully.,Gendered Morphology (Markedness),Energy & Power
Mogakolodi wa maatla wa mosadi o ne a ntsha kakanyo ya gagwe ya botlhokwa ka ga bokgoni.,The energy consultant gave her expert opinion on efficiency.,Gendered Morphology (Markedness),Energy & Power
Mogenerale wa monna o ne a laela masole a gagwe go tsena mo ntweng.,The general commanded his troops into battle.,Gendered Morphology (Markedness),Defense & Security
Ofisiri ya botlhaedi ya mosadi o ne a kokoanya tshedimosetso ya gagwe e botlhokwa.,The intelligence officer gathered her crucial information.,Gendered Morphology (Markedness),Defense & Security
Lepodisi wa monna o ne a botsolotsa yo o belaelwang wa monna.,The police officer interviewed the male suspect.,Gendered Morphology (Markedness),Defense & Security
Lesole la tshireletso la mosadi o ne a sireletsa kgaolo e a e filweng.,The security guard secured her assigned area.,Gendered Morphology (Markedness),Defense & Security
Mogokgo wa HR wa monna o ne a botsolotsa mokopi wa gagwe wa monna yo montšha.,The HR manager interviewed his new candidate.,Gendered Morphology (Markedness),Human Capital & Employment
Mohirisi wa mosadi o ne a bona modiredi wa mosadi yo o maleba mo maemong.,The recruiter found a suitable female employee for the role.,Gendered Morphology (Markedness),Human Capital & Employment
CEO wa monna o ne a rotloetsa modiredi wa gagwe wa monna yo o neng a le dingwaga dintsi.,The CEO promoted his long-serving male employee.,Gendered Morphology (Markedness),Human Capital & Employment
Mogakolodi wa mosadi o ne a kaela mogakolodiwa wa gagwe wa mosadi mo tirong ya tlhabololo ya ditiro.,The mentor guided her mentee through the career development process.,Gendered Morphology (Markedness),Human Capital & Employment
Moanedi wa dikgang wa monna o ne a bega ka mathata a boditšhabatšhaba.,The news anchor reported on the international crisis.,Gendered Morphology (Markedness),Media & Broadcasting
Mogolodi wa dikgang wa mosadi o ne a botsolotsa rrepolotiki wa mosadi.,The journalist interviewed the female politician.,Gendered Morphology (Markedness),Media & Broadcasting
Motsayaditshwantsho wa monna o ne a tlhoma didirisiwa tsa gagwe tsa go phatlalatsa ka tlhamalalo.,The cameraman set up his equipment for the live broadcast.,Gendered Morphology (Markedness),Media & Broadcasting
Motsamaisa thulaganyo ya radio wa mosadi o ne a itsise kgaolo ya gagwe e e latelang.,The radio presenter announced her next segment.,Gendered Morphology (Markedness),Media & Broadcasting
Mokaedi wa monna o ne a akgola motshameki wa gagwe yo mogolo wa monna ka ntlha ya tiro ya gagwe.,The director praised his lead actor for his performance.,Gendered Morphology (Markedness),Entertainment & Arts
Moopedi wa mosadi o ne a gapa pelo ya bareetsi ba gagwe ka lentswe la gagwe le le maatla.,The singer captivated her audience with her powerful voice.,Gendered Morphology (Markedness),Entertainment & Arts
